estimator,rank,valid,score,position_rmse_m,hidden_position_rmse_m,future_rmse_m,p95_error_m,overconfidence_fraction,brier_score,compute_us_per_step,candidate_json
formal_imm,33,True,0.4809923690880326,0.05765049748783177,0.16806107790539793,0.14846328782370943,0.0741535975355518,0.008540372670807454,0.12791610778489373,4168.648139233955,"{""future_horizon_s"": 1.0, ""maneuver_acceleration_std_mps2"": 0.75, ""smooth_acceleration_std_mps2"": 0.03, ""transition_stay_probability"": 0.9}"
formal_imm,34,True,0.4912753558037013,0.06019187002379921,0.1757392399646628,0.15473674053646275,0.07774470248693026,0.008281573498964804,0.10774339110225067,3925.1879552277433,"{""future_horizon_s"": 1.0, ""maneuver_acceleration_std_mps2"": 1.0, ""smooth_acceleration_std_mps2"": 0.01, ""transition_stay_probability"": 0.9}"
formal_imm,35,True,0.49493524634712766,0.06020349789647629,0.1757741824722342,0.15476092962918725,0.07773302215887122,0.008281573498964804,0.10775940911143234,4104.2955833333335,"{""future_horizon_s"": 1.0, ""maneuver_acceleration_std_mps2"": 1.0, ""smooth_acceleration_std_mps2"": 0.015, ""transition_stay_probability"": 0.9}"
formal_imm,36,True,0.5331681154180858,0.06026594256237902,0.17596182988579445,0.15489097009899624,0.07768149428371487,0.008281573498964804,0.10784603950601951,5995.0590838509315,"{""future_horizon_s"": 1.0, ""maneuver_acceleration_std_mps2"": 1.0, ""smooth_acceleration_std_mps2"": 0.03, ""transition_stay_probability"": 0.9}"
ghost_mh,1,False,0.5465603077792265,0.06555798914765554,0.22191269904173952,0.20705386999217473,0.05625981898911225,0.012553418803418804,0.059287852215178335,1094.7128830227743,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 2.0, ""model_count"": 5, ""stationary_prior_scale"": 2.0}"
ghost_mh,2,False,0.5465946448340919,0.06555798914765554,0.22191269904173952,0.20705386999217473,0.05625981898911225,0.012553418803418804,0.059287852215178335,1096.4297357660455,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 2.0, ""model_count"": 8, ""stationary_prior_scale"": 2.0}"
ghost_mh,3,False,0.5465997662266007,0.06560119381362264,0.2219115848372304,0.2069988777358042,0.05689888210603329,0.012553418803418804,0.059287852215178335,1095.9839438405797,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 2.0, ""model_count"": 3, ""stationary_prior_scale"": 0.5}"
ghost_mh,4,False,0.5466128390630396,0.06560119381362264,0.2219115848372304,0.2069988777358042,0.05689888210603329,0.012553418803418804,0.059287852215178335,1096.637585662526,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 2.0, ""model_count"": 5, ""stationary_prior_scale"": 0.5}"
ghost_mh,5,False,0.5466409265835743,0.06555798914765554,0.22191269904173952,0.20705386999217473,0.05625981898911225,0.012553418803418804,0.059287852215178335,1098.7438232401657,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 2.0, ""model_count"": 8, ""stationary_prior_scale"": 1.0}"
ghost_mh,6,False,0.5466654681881292,0.06555798914765554,0.22191269904173952,0.20705386999217473,0.05625981898911225,0.012553418803418804,0.059287852215178335,1099.970903467909,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 2.0, ""model_count"": 5, ""stationary_prior_scale"": 1.0}"
ghost_mh,7,False,0.5467139715111106,0.06555798914765554,0.22191269904173952,0.20705386999217473,0.05625981898911225,0.012553418803418804,0.059287852215178335,1102.3960696169772,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 2.0, ""model_count"": 3, ""stationary_prior_scale"": 1.0}"
ghost_mh,8,False,0.5467466850411312,0.06555798914765554,0.22191269904173952,0.20705386999217473,0.05625981898911225,0.012553418803418804,0.059287852215178335,1104.0317461180125,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 2.0, ""model_count"": 3, ""stationary_prior_scale"": 2.0}"
ghost_mh,9,False,0.5467518980381949,0.06560119381362264,0.2219115848372304,0.2069988777358042,0.05689888210603329,0.012553418803418804,0.059287852215178335,1103.59053442029,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 2.0, ""model_count"": 8, ""stationary_prior_scale"": 0.5}"
ghost_mh,10,True,1.5068827096944921,0.22480293311206845,0.6773909109084064,0.4681237984609532,0.19033160936503637,0.012163561076604554,0.08175052904451309,1127.0050988612836,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 20.0, ""model_count"": 5, ""stationary_prior_scale"": 2.0}"
ghost_mh,11,True,1.5068961225775148,0.22480293311206845,0.6773909109084064,0.4681237984609532,0.19033160936503637,0.012163561076604554,0.08175052904451309,1127.6757430124226,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 20.0, ""model_count"": 3, ""stationary_prior_scale"": 2.0}"
ghost_mh,12,True,1.506928836252463,0.22480293311206845,0.6773909109084064,0.4681237984609532,0.19033160936503637,0.012163561076604554,0.08175052904451309,1129.3114267598344,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 5.0, ""model_count"": 5, ""stationary_prior_scale"": 1.0}"
ghost_mh,13,True,1.5069620993752062,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1129.4286726190476,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 20.0, ""model_count"": 8, ""stationary_prior_scale"": 0.5}"
ghost_mh,14,True,1.506963275358643,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1129.4874717908904,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 5.0, ""model_count"": 8, ""stationary_prior_scale"": 2.0}"
ghost_mh,15,True,1.5069667036696472,0.22480293311206845,0.6773909109084064,0.4681237984609532,0.19033160936503637,0.012163561076604554,0.08175052904451309,1131.2047976190477,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 5.0, ""model_count"": 3, ""stationary_prior_scale"": 1.0}"
